query_gene	annot_source	annot	annot_geneonly
LOC123391085	entrez_desc	U6 spliceosomal RNA	NA
LOC123391086	entrez_desc	U6 spliceosomal RNA	NA
LOC123391087	entrez_desc	U6 spliceosomal RNA	NA
LOC123391089	entrez_desc	U6 spliceosomal RNA	NA
LOC123391090	entrez_desc	U6 spliceosomal RNA	NA
LOC123391091	entrez_desc	small nucleolar RNA MBII-202	NA
LOC123391092	entrez_desc	small nucleolar RNA SNORA15	NA
LOC123391093	entrez_desc	small nucleolar RNA SNORA46	NA
LOC123391094	entrez_desc	small nucleolar RNA SNORA50	NA
LOC123391095	entrez_desc	small nucleolar RNA SNORA38	NA
LOC123391096	entrez_desc	small nucleolar RNA SNORA17	NA
LOC123391097	entrez_desc	small nucleolar RNA SNORA26	NA
LOC123391098	entrez_desc	small nucleolar RNA SNORD71	NA
LOC123391107	kristen_mm_hs_ortholog	Pcdh20	Pcdh20
LOC123391108	NA	NA	NA
LOC123391109	NA	NA	NA
LOC123391111	NA	NA	NA
LOC123391112	NA	NA	NA
LOC123391114	entrez_desc	cysteinyl leukotriene receptor 2-like	NA
LOC123391115	kristen_mm_hs_ortholog	SUSD4	SUSD4
LOC123391121	entrez_desc	protein O-glucosyltransferase 3-like	NA
LOC123391122	NA	NA	NA
LOC123391125	entrez_desc	U6 spliceosomal RNA	NA
LOC123391127	entrez_desc	U6 spliceosomal RNA	NA
LOC123391129	entrez_desc	U6 spliceosomal RNA	NA
LOC123391132	entrez_desc	small nucleolar RNA SNORA31	NA
LOC123391133	entrez_desc	small nucleolar RNA SNORA31	NA
LOC123391135	entrez_desc	U1 spliceosomal RNA	NA
LOC123391138	entrez_desc	olfactory receptor 4F6-like	NA
LOC123391140	NA	NA	NA
LOC123391144	NA	NA	NA
LOC123391145	NA	NA	NA
LOC123391146	NA	NA	NA
LOC123391147	NA	NA	NA
LOC123391148	kristen_mm_hs_ortholog	HIGD1A	HIGD1A
LOC123391149	NA	NA	NA
LOC123391150	entrez_desc	translation initiation factor IF-2-like	NA
LOC123391151	NA	NA	NA
LOC123391152	NA	NA	NA
LOC123391153	NA	NA	NA
LOC123391155	NA	NA	NA
LOC123391156	NA	NA	NA
LOC123391157	NA	NA	NA
LOC123391158	NA	NA	NA
LOC123391159	NA	NA	NA
LOC123391160	kristen_mm_hs_ortholog	NADSYN1	NADSYN1
LOC123391161	NA	NA	NA
LOC123391162	NA	NA	NA
LOC123391163	kristen_mm_hs_ortholog	TARM1	TARM1
LOC123391165	entrez_desc	ATP synthase subunit gamma, mitochondrial-like	NA
LOC123391168	entrez_desc	zinc finger protein 501-like	NA
LOC123391169	kristen_mm_hs_ortholog	ZNF721	ZNF721
LOC123391170	kristen_mm_hs_ortholog	ZNF195	ZNF195
LOC123391173	NA	NA	NA
LOC123391174	NA	NA	NA
LOC123391175	NA	NA	NA
LOC123391177	NA	NA	NA
LOC123391178	NA	NA	NA
LOC123391180	NA	NA	NA
LOC123391181	entrez_desc	basic proline-rich protein-like	NA
LOC123391182	NA	NA	NA
LOC123391185	NA	NA	NA
LOC123391187	entrez_desc	40S ribosomal protein S24-like	NA
LOC123391188	NA	NA	NA
LOC123391189	NA	NA	NA
LOC123391190	NA	NA	NA
LOC123391191	NA	NA	NA
LOC123391193	NA	NA	NA
LOC123391194	NA	NA	NA
LOC123391195	NA	NA	NA
LOC123391202	entrez_desc	zinc finger protein 256-like	NA
LOC123391203	NA	NA	NA
LOC123391206	kristen_mm_hs_ortholog	ZNF721	ZNF721
LOC123391207	kristen_mm_hs_ortholog	ZNF721	ZNF721
LOC123391208	entrez_desc	putative protein ZNF720	NA
LOC123391210	kristen_mm_hs_ortholog	NFYB	NFYB
LOC123391211	entrez_desc	zinc finger protein 493-like	NA
LOC123391215	entrez_desc	zinc finger protein 525-like	NA
LOC123391216	entrez_desc	U1 spliceosomal RNA	NA
LOC123391217	entrez_desc	zinc finger protein 665-like	NA
LOC123391218	entrez_desc	vomeronasal type-1 receptor 4-like	NA
LOC123391219	entrez_desc	zinc finger protein 615-like	NA
LOC123391220	entrez_desc	zinc finger protein 613-like	NA
LOC123391221	entrez_desc	U2 spliceosomal RNA	NA
LOC123391223	entrez_desc	paraneoplastic antigen-like protein 8B	NA
LOC123391226	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123391229	entrez_desc	U4 spliceosomal RNA	NA
LOC123391236	entrez_desc	U6 spliceosomal RNA	NA
LOC123391237	entrez_desc	U6 spliceosomal RNA	NA
LOC123391238	entrez_desc	U6 spliceosomal RNA	NA
LOC123391239	entrez_desc	U6 spliceosomal RNA	NA
LOC123391241	entrez_desc	U6 spliceosomal RNA	NA
LOC123391242	entrez_desc	zinc finger protein interacting with ribonucleoprotein K-like	NA
LOC123391243	entrez_desc	thymosin beta-4-like	NA
LOC123391244	entrez_desc	U6 spliceosomal RNA	NA
LOC123391245	NA	NA	NA
LOC123391246	NA	NA	NA
LOC123391247	NA	NA	NA
LOC123391248	entrez_desc	U6 spliceosomal RNA	NA
LOC123391249	entrez_desc	U6 spliceosomal RNA	NA
LOC123391250	entrez_desc	U6 spliceosomal RNA	NA
LOC123391251	entrez_desc	zinc finger protein 883-like	NA
LOC123391253	entrez_desc	U6 spliceosomal RNA	NA
LOC123391255	entrez_desc	U6 spliceosomal RNA	NA
LOC123391256	entrez_desc	U6 spliceosomal RNA	NA
LOC123391257	entrez_desc	U6 spliceosomal RNA	NA
LOC123391258	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123391259	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123391260	entrez_desc	small nucleolar RNA SNORA67	NA
LOC123391261	entrez_desc	small Cajal body-specific RNA 23	NA
LOC123391262	entrez_desc	U6 spliceosomal RNA	NA
LOC123391266	kristen_mm_hs_ortholog	ATP6V1D	ATP6V1D
LOC123391267	entrez_desc	sialic acid-binding Ig-like lectin 14	NA
LOC123391269	NA	NA	NA
LOC123391271	NA	NA	NA
LOC123391272	NA	NA	NA
LOC123391273	NA	NA	NA
LOC123391274	NA	NA	NA
LOC123391275	NA	NA	NA
LOC123391276	NA	NA	NA
LOC123391279	entrez_desc	USP6 N-terminal-like protein	NA
LOC123391280	kristen_mm_hs_ortholog	ZNF721	ZNF721
LOC123391281	kristen_mm_hs_ortholog	ZNF195	ZNF195
LOC123391283	entrez_desc	U4 spliceosomal RNA	NA
LOC123391286	entrez_desc	U4 spliceosomal RNA	NA
LOC123391287	entrez_desc	U4 spliceosomal RNA	NA
LOC123391288	entrez_desc	U6 spliceosomal RNA	NA
LOC123391289	entrez_desc	U6 spliceosomal RNA	NA
LOC123391290	entrez_desc	U6 spliceosomal RNA	NA
LOC123391291	entrez_desc	U6 spliceosomal RNA	NA
LOC123391292	entrez_desc	U6 spliceosomal RNA	NA
LOC123391293	entrez_desc	U6 spliceosomal RNA	NA
LOC123391294	entrez_desc	U6 spliceosomal RNA	NA
LOC123391296	entrez_desc	small nucleolar RNA Z195/SNORD33/SNORD32 family	NA
LOC123391297	entrez_desc	small nucleolar RNA Z195/SNORD33/SNORD32 family	NA
LOC123391298	entrez_desc	small nucleolar RNA SNORD34	NA
LOC123391299	entrez_desc	small nucleolar RNA SNORD35	NA
LOC123391300	entrez_desc	small nucleolar RNA SNORD35	NA
LOC123391301	entrez_desc	small nucleolar RNA SNORA54	NA
LOC123391302	entrez_desc	small nucleolar RNA SNORD23	NA
LOC123391303	entrez_desc	small nucleolar RNA SNORD88	NA
LOC123391304	entrez_desc	small nucleolar RNA SNORD88	NA
LOC123391305	entrez_desc	small nucleolar RNA SNORD88	NA
LOC123391306	entrez_desc	small nucleolar RNA U13	NA
LOC123391312	NA	NA	NA
LOC123391313	NA	NA	NA
LOC123391314	NA	NA	NA
LOC123391315	NA	NA	NA
LOC123391318	NA	NA	NA
LOC123391319	NA	NA	NA
LOC123391320	NA	NA	NA
LOC123391321	kristen_mm_hs_ortholog	RWDD1	RWDD1
LOC123391322	kristen_mm_hs_ortholog	DPY30	DPY30
LOC123391326	NA	NA	NA
LOC123391327	NA	NA	NA
LOC123391329	NA	NA	NA
LOC123391331	entrez_desc	U6 spliceosomal RNA	NA
LOC123391333	entrez_desc	small nucleolar RNA SNORA52	NA
LOC123391334	entrez_desc	small nucleolar RNA SNORA61	NA
LOC123391338	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC123391339	entrez_desc	T cell receptor alpha variable 13-1-like	NA
LOC123391340	entrez_desc	T cell receptor alpha variable 13-1-like	NA
LOC123391341	entrez_desc	T cell receptor alpha variable 14/delta variable 4-like	NA
LOC123391342	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC123391343	entrez_desc	T cell receptor alpha variable 13-1-like	NA
LOC123391344	entrez_desc	T cell receptor alpha variable 22-like	NA
LOC123391345	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC123391346	entrez_desc	U6 spliceosomal RNA	NA
LOC123391347	NA	NA	NA
LOC123391348	NA	NA	NA
LOC123391349	NA	NA	NA
LOC123391350	NA	NA	NA
LOC123391351	NA	NA	NA
LOC123391352	NA	NA	NA
LOC123391354	NA	NA	NA
LOC123391355	entrez_desc	olfactory receptor 7A17-like	NA
LOC123391356	NA	NA	NA
LOC123391357	NA	NA	NA
LOC123391359	NA	NA	NA
LOC123391360	NA	NA	NA
LOC123391362	kristen_mm_hs_ortholog	Olfr862	Olfr862
LOC123391365	NA	NA	NA
LOC123391367	NA	NA	NA
LOC123391369	NA	NA	NA
LOC123391370	NA	NA	NA
LOC123391371	NA	NA	NA
LOC123391372	NA	NA	NA
LOC123391373	NA	NA	NA
LOC123391375	NA	NA	NA
LOC123391376	NA	NA	NA
LOC123391377	NA	NA	NA
LOC123391378	kristen_mm_hs_ortholog	KRT18	KRT18
LOC123391379	NA	NA	NA
LOC123391380	NA	NA	NA
LOC123391382	NA	NA	NA
LOC123391384	NA	NA	NA
LOC123391386	NA	NA	NA
LOC123391387	NA	NA	NA
LOC123391388	NA	NA	NA
LOC123391389	NA	NA	NA
LOC123391390	NA	NA	NA
LOC123391391	NA	NA	NA
LOC123391392	NA	NA	NA
LOC123391402	entrez_desc	U2 spliceosomal RNA	NA
LOC123391405	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123391410	entrez_desc	U4 spliceosomal RNA	NA
LOC123391411	entrez_desc	U4 spliceosomal RNA	NA
LOC123391412	entrez_desc	U6 spliceosomal RNA	NA
LOC123391413	entrez_desc	U6 spliceosomal RNA	NA
LOC123391414	entrez_desc	U6 spliceosomal RNA	NA
LOC123391415	entrez_desc	U6 spliceosomal RNA	NA
LOC123391416	entrez_desc	U6 spliceosomal RNA	NA
LOC123391417	entrez_desc	U6 spliceosomal RNA	NA
LOC123391418	entrez_desc	U6 spliceosomal RNA	NA
LOC123391419	entrez_desc	U6 spliceosomal RNA	NA
LOC123391420	entrez_desc	U6 spliceosomal RNA	NA
LOC123391421	entrez_desc	U6 spliceosomal RNA	NA
LOC123391422	entrez_desc	U6 spliceosomal RNA	NA
LOC123391423	entrez_desc	U6 spliceosomal RNA	NA
LOC123391424	entrez_desc	U6 spliceosomal RNA	NA
LOC123391425	entrez_desc	U6 spliceosomal RNA	NA
LOC123391426	entrez_desc	U6 spliceosomal RNA	NA
LOC123391428	entrez_desc	U6 spliceosomal RNA	NA
LOC123391429	entrez_desc	U6 spliceosomal RNA	NA
LOC123391432	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123391433	entrez_desc	small nucleolar RNA SNORA42/SNORA80 family	NA
LOC123391434	entrez_desc	small nucleolar RNA SNORD89	NA
LOC123391435	entrez_desc	small nucleolar RNA SNORD88	NA
LOC123391443	NA	NA	NA
LOC123391444	NA	NA	NA
LOC123391445	entrez_desc	elongation factor 1-alpha 1-like	NA
LOC123391446	NA	NA	NA
LOC123391447	NA	NA	NA
LOC123391448	NA	NA	NA
LOC123391449	NA	NA	NA
LOC123391450	NA	NA	NA
LOC123391451	NA	NA	NA
LOC123391452	NA	NA	NA
LOC123391453	NA	NA	NA
LOC123391454	NA	NA	NA
LOC123391456	NA	NA	NA
LOC123391457	NA	NA	NA
LOC123391458	NA	NA	NA
LOC123391459	NA	NA	NA
LOC123391460	NA	NA	NA
LOC123391461	kristen_mm_hs_ortholog	BOLA2	BOLA2
LOC123391462	NA	NA	NA
LOC123391463	NA	NA	NA
LOC123391464	NA	NA	NA
LOC123391465	NA	NA	NA
LOC123391466	NA	NA	NA
LOC123391467	NA	NA	NA
LOC123391468	entrez_desc	IST1 homolog	NA
LOC123391469	NA	NA	NA
LOC123391470	NA	NA	NA
LOC123391471	NA	NA	NA
LOC123391472	NA	NA	NA
LOC123391475	NA	NA	NA
LOC123391476	NA	NA	NA
LOC123391478	NA	NA	NA
LOC123391481	entrez_desc	basic proline-rich protein-like	NA
LOC123391482	entrez_desc	collagen alpha-1(I) chain-like	NA
LOC123391484	NA	NA	NA
LOC123391485	NA	NA	NA
LOC123391486	NA	NA	NA
LOC123391487	NA	NA	NA
LOC123391488	NA	NA	NA
LOC123391489	NA	NA	NA
LOC123391490	NA	NA	NA
LOC123391492	entrez_desc	U2 spliceosomal RNA	NA
LOC123391494	entrez_desc	U2 spliceosomal RNA	NA
LOC123391499	entrez_desc	U4 spliceosomal RNA	NA
LOC123391502	entrez_desc	U4 spliceosomal RNA	NA
LOC123391504	entrez_desc	U6 spliceosomal RNA	NA
LOC123391505	entrez_desc	U6 spliceosomal RNA	NA
LOC123391506	entrez_desc	U6 spliceosomal RNA	NA
LOC123391507	entrez_desc	U6 spliceosomal RNA	NA
LOC123391508	entrez_desc	U6 spliceosomal RNA	NA
LOC123391509	entrez_desc	U6 spliceosomal RNA	NA
LOC123391510	entrez_desc	U6 spliceosomal RNA	NA
LOC123391511	entrez_desc	U6 spliceosomal RNA	NA
LOC123391513	entrez_desc	U6 spliceosomal RNA	NA
LOC123391514	entrez_desc	U6 spliceosomal RNA	NA
LOC123391515	entrez_desc	U6 spliceosomal RNA	NA
LOC123391516	entrez_desc	U6 spliceosomal RNA	NA
LOC123391517	entrez_desc	U6 spliceosomal RNA	NA
LOC123391518	entrez_desc	U6 spliceosomal RNA	NA
LOC123391519	entrez_desc	small nucleolar RNA SNORA73 family	NA
LOC123391520	entrez_desc	small nucleolar RNA SNORA73 family	NA
LOC123391521	entrez_desc	small nucleolar RNA SNORA72	NA
LOC123391523	entrez_desc	small nucleolar RNA SNORD56	NA
LOC123391524	entrez_desc	small nucleolar RNA SNORA48	NA
LOC123391525	entrez_desc	small nucleolar RNA U13	NA
LOC123391526	entrez_desc	small nucleolar RNA U13	NA
LOC123391527	entrez_desc	small nucleolar RNA U13	NA
LOC123391531	NA	NA	NA
LOC123391532	entrez_desc	interferon-induced very large GTPase 1-like	NA
LOC123391537	kristen_mm_hs_ortholog	Olfr665	Olfr665
LOC123391538	kristen_mm_hs_ortholog	OR52N2	OR52N2
LOC123391540	kristen_mm_hs_ortholog	OR52E4	OR52E4
LOC123391541	kristen_mm_hs_ortholog	OR52L1	OR52L1
LOC123391542	kristen_mm_hs_ortholog	OR56B4	OR56B4
LOC123391543	kristen_mm_hs_ortholog	OR52L1	OR52L1
LOC123391545	kristen_mm_hs_ortholog	OR56B4	OR56B4
LOC123391546	NA	NA	NA
LOC123391547	entrez_desc	olfactory receptor 2AG1-like	NA
LOC123391548	entrez_desc	olfactory receptor 2D3-like	NA
LOC123391549	entrez_desc	olfactory receptor 2AG1-like	NA
LOC123391550	entrez_desc	olfactory receptor 2D3-like	NA
LOC123391552	entrez_desc	U6 spliceosomal RNA	NA
LOC123391553	NA	NA	NA
LOC123391554	NA	NA	NA
LOC123391557	NA	NA	NA
LOC123391558	NA	NA	NA
LOC123391560	kristen_mm_hs_ortholog	RPL37A	RPL37A
LOC123391561	entrez_desc	stAR-related lipid transfer protein 4-like	NA
LOC123391562	entrez_desc	putative tripartite motif-containing protein 75	NA
LOC123391572	entrez_desc	U4 spliceosomal RNA	NA
LOC123391575	entrez_desc	U4 spliceosomal RNA	NA
LOC123391577	entrez_desc	U6 spliceosomal RNA	NA
LOC123391578	entrez_desc	U6 spliceosomal RNA	NA
LOC123391579	entrez_desc	U6 spliceosomal RNA	NA
LOC123391580	entrez_desc	U6 spliceosomal RNA	NA
LOC123391581	entrez_desc	U6 spliceosomal RNA	NA
LOC123391582	entrez_desc	U6 spliceosomal RNA	NA
LOC123391584	entrez_desc	U6 spliceosomal RNA	NA
LOC123391585	entrez_desc	small nucleolar RNA SNORD73	NA
LOC123391586	entrez_desc	small nucleolar RNA SNORD73	NA
LOC123391587	entrez_desc	small nucleolar RNA SNORA62/SNORA6 family	NA
LOC123391588	entrez_desc	small nucleolar RNA SNORA72	NA
LOC123391589	entrez_desc	small nucleolar RNA SNORD45	NA
LOC123391590	NA	NA	NA
LOC123391591	NA	NA	NA
LOC123391592	NA	NA	NA
LOC123391593	NA	NA	NA
LOC123391594	entrez_desc	glycine-rich cell wall structural protein-like	NA
LOC123391598	NA	NA	NA
LOC123391599	NA	NA	NA
LOC123391600	NA	NA	NA
LOC123391602	NA	NA	NA
LOC123391603	NA	NA	NA
LOC123391604	entrez_desc	hsc70-interacting protein-like	NA
LOC123391605	NA	NA	NA
LOC123391608	NA	NA	NA
LOC123391609	entrez_desc	ribosomal biogenesis factor-like	NA
LOC123391610	entrez_desc	U4 spliceosomal RNA	NA
LOC123391612	entrez_desc	U6 spliceosomal RNA	NA
LOC123391613	entrez_desc	U6 spliceosomal RNA	NA
LOC123391614	entrez_desc	U6 spliceosomal RNA	NA
LOC123391615	entrez_desc	small nucleolar RNA SNORA40	NA
LOC123391616	entrez_desc	small nucleolar RNA SNORD17	NA
LOC123391620	entrez_desc	U4 spliceosomal RNA	NA
LOC123391624	NA	NA	NA
LOC123391625	entrez_desc	protein FAM170A-like	NA
LOC123391626	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123391627	entrez_desc	glycine, alanine and asparagine-rich protein-like	NA
LOC123391629	NA	NA	NA
LOC123391630	NA	NA	NA
LOC123391631	NA	NA	NA
LOC123391632	NA	NA	NA
LOC123391633	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123391635	kristen_mm_hs_ortholog	MROH2A	MROH2A
LOC123391636	NA	NA	NA
LOC123391637	NA	NA	NA
LOC123391638	NA	NA	NA
LOC123391639	NA	NA	NA
LOC123391640	NA	NA	NA
LOC123391641	NA	NA	NA
LOC123391642	NA	NA	NA
LOC123391643	NA	NA	NA
LOC123391644	NA	NA	NA
LOC123391645	NA	NA	NA
LOC123391646	NA	NA	NA
LOC123391647	NA	NA	NA
LOC123391649	kristen_mm_hs_ortholog	HSCB	HSCB
LOC123391650	NA	NA	NA
LOC123391651	NA	NA	NA
LOC123391652	NA	NA	NA
LOC123391653	NA	NA	NA
LOC123391655	entrez_desc	forkhead box protein D1-like	NA
LOC123391656	NA	NA	NA
LOC123391657	entrez_desc	small cysteine and glycine repeat-containing protein 3-like	NA
LOC123391658	entrez_desc	small cysteine and glycine repeat-containing protein 3-like	NA
LOC123391659	entrez_desc	small cysteine and glycine repeat-containing protein 3-like	NA
LOC123391660	entrez_desc	translation initiation factor IF-2-like	NA
LOC123391661	NA	NA	NA
LOC123391662	NA	NA	NA
LOC123391663	NA	NA	NA
LOC123391664	NA	NA	NA
LOC123391666	NA	NA	NA
LOC123391667	entrez_desc	UDP-glucuronosyltransferase 1A1-like	NA
LOC123391670	kristen_mm_hs_ortholog	CDC123	CDC123
LOC123391673	kristen_mm_hs_ortholog	HEATR5A	HEATR5A
LOC123391674	entrez_desc	translation initiation factor IF-2-like	NA
LOC123391676	entrez_desc	basic proline-rich protein-like	NA
LOC123391678	entrez_desc	translation initiation factor IF-2-like	NA
LOC123391679	NA	NA	NA
LOC123391680	NA	NA	NA
LOC123391681	entrez_desc	low molecular weight phosphotyrosine protein phosphatase-like	NA
LOC123391682	NA	NA	NA
LOC123391683	NA	NA	NA
LOC123391684	NA	NA	NA
LOC123391685	NA	NA	NA
LOC123391686	entrez_desc	small cysteine and glycine repeat-containing protein 5-like	NA
LOC123391687	entrez_desc	small cysteine and glycine repeat-containing protein 7-like	NA
LOC123391688	NA	NA	NA
LOC123391689	entrez_desc	small nucleolar RNA U89	NA
LOC123391691	entrez_desc	U2 spliceosomal RNA	NA
LOC123391694	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123391697	entrez_desc	U4 spliceosomal RNA	NA
LOC123391703	entrez_desc	U6 spliceosomal RNA	NA
LOC123391704	entrez_desc	U6 spliceosomal RNA	NA
LOC123391705	entrez_desc	U6 spliceosomal RNA	NA
LOC123391706	entrez_desc	U6 spliceosomal RNA	NA
LOC123391707	entrez_desc	U6 spliceosomal RNA	NA
LOC123391708	entrez_desc	U6 spliceosomal RNA	NA
LOC123391709	entrez_desc	U6 spliceosomal RNA	NA
LOC123391710	entrez_desc	U6 spliceosomal RNA	NA
LOC123391711	entrez_desc	U6 spliceosomal RNA	NA
LOC123391713	entrez_desc	U6 spliceosomal RNA	NA
LOC123391714	entrez_desc	U6 spliceosomal RNA	NA
LOC123391715	entrez_desc	U6 spliceosomal RNA	NA
LOC123391716	entrez_desc	U6 spliceosomal RNA	NA
LOC123391717	entrez_desc	small nucleolar RNA SNORA75	NA
LOC123391718	entrez_desc	small nucleolar RNA SNORA62/SNORA6 family	NA
LOC123391719	entrez_desc	small nucleolar RNA SNORD82	NA
LOC123391720	entrez_desc	small nucleolar RNA SNORD20	NA
LOC123391721	entrez_desc	small nucleolar RNA SNORD56	NA
LOC123391722	entrez_desc	small nucleolar RNA SNORD51	NA
LOC123391723	entrez_desc	small nucleolar RNA SNORA41	NA
LOC123391724	entrez_desc	small Cajal body-specific RNA 6	NA
LOC123391725	entrez_desc	small Cajal body-specific RNA 6	NA
LOC123391726	entrez_desc	small nucleolar RNA SNORA40	NA
LOC123391727	entrez_desc	small nucleolar RNA SNORD70	NA
LOC123391728	entrez_desc	small nucleolar RNA SNORD70	NA
LOC123391729	entrez_desc	U6atac minor spliceosomal RNA	NA
LOC123391730	entrez_desc	small nucleolar RNA SNORD11	NA
LOC123391731	entrez_desc	small nucleolar RNA SNORD11B	NA
LOC123391732	entrez_desc	small nucleolar RNA U13	NA
LOC123391734	entrez_desc	loricrin-like	NA
LOC123391735	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123391737	NA	NA	NA
LOC123391738	NA	NA	NA
LOC123391739	kristen_mm_hs_ortholog	ADCY3	ADCY3
LOC123391740	NA	NA	NA
LOC123391741	NA	NA	NA
LOC123391742	entrez_desc	basic salivary proline-rich protein 1-like	NA
LOC123391743	NA	NA	NA
LOC123391746	NA	NA	NA
LOC123391747	NA	NA	NA
LOC123391748	entrez_desc	cystatin-B	NA
LOC123391749	NA	NA	NA
LOC123391750	NA	NA	NA
LOC123391751	NA	NA	NA
LOC123391752	NA	NA	NA
LOC123391753	NA	NA	NA
LOC123391754	NA	NA	NA
LOC123391755	NA	NA	NA
LOC123391756	entrez_desc	basic salivary proline-rich protein 2-like	NA
LOC123391757	NA	NA	NA
LOC123391758	kristen_mm_hs_ortholog	S100A10	S100A10
LOC123391759	NA	NA	NA
LOC123391760	entrez_desc	zinc finger protein 135-like	NA
LOC123391761	NA	NA	NA
LOC123391762	NA	NA	NA
LOC123391763	entrez_desc	basic proline-rich protein-like	NA
LOC123391764	NA	NA	NA
LOC123391766	entrez_desc	glucokinase regulatory protein-like	NA
LOC123391767	NA	NA	NA
LOC123391768	entrez_desc	intraflagellar transport protein 172 homolog	NA
LOC123391769	entrez_desc	intraflagellar transport protein 172 homolog	NA
LOC123391770	NA	NA	NA
LOC123391771	NA	NA	NA
LOC123391772	NA	NA	NA
LOC123391773	kristen_mm_hs_ortholog	SPAST	SPAST
LOC123391774	entrez_desc	ATP synthase membrane subunit K, mitochondrial	NA
LOC123391776	NA	NA	NA
LOC123391777	NA	NA	NA
LOC123391778	entrez_desc	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	NA
LOC123391779	NA	NA	NA
LOC123391780	NA	NA	NA
LOC123391781	entrez_desc	immunoglobulin kappa variable 2-29-like	NA
LOC123391785	NA	NA	NA
LOC123391789	entrez_desc	immunoglobulin kappa variable 2D-29-like	NA
LOC123391790	entrez_desc	immunoglobulin kappa variable 2-29-like	NA
LOC123391792	kristen_mm_hs_ortholog	C2orf16	C2orf16
LOC123391793	entrez_desc	glucokinase regulatory protein-like	NA
LOC123391796	kristen_mm_hs_ortholog	TSEN15	TSEN15
LOC123391797	NA	NA	NA
LOC123391798	entrez_desc	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1-like	NA
LOC123391799	NA	NA	NA
LOC123391800	NA	NA	NA
LOC123391803	NA	NA	NA
LOC123391804	entrez_desc	U2 spliceosomal RNA	NA
LOC123391817	entrez_desc	U4 spliceosomal RNA	NA
LOC123391818	entrez_desc	U6 spliceosomal RNA	NA
LOC123391819	entrez_desc	U6 spliceosomal RNA	NA
LOC123391820	entrez_desc	U6 spliceosomal RNA	NA
LOC123391821	entrez_desc	U6 spliceosomal RNA	NA
LOC123391823	entrez_desc	U6 spliceosomal RNA	NA
LOC123391824	entrez_desc	U6 spliceosomal RNA	NA
LOC123391825	entrez_desc	U6 spliceosomal RNA	NA
LOC123391826	entrez_desc	U6 spliceosomal RNA	NA
LOC123391827	entrez_desc	U6 spliceosomal RNA	NA
LOC123391828	entrez_desc	small nucleolar RNA SNORA72	NA
LOC123391830	entrez_desc	small nucleolar RNA SNORD59	NA
LOC123391831	entrez_desc	small nucleolar RNA SNORA29	NA
LOC123391833	entrez_desc	small nucleolar RNA SNORD94	NA
LOC123391834	entrez_desc	small nucleolar RNA U13	NA
LOC123391837	entrez_desc	conserved oligomeric Golgi complex subunit 2-like	NA
LOC123391842	entrez_desc	U6 spliceosomal RNA	NA
LOC123391845	entrez_desc	U6 spliceosomal RNA	NA
LOC123391846	entrez_desc	hydrocephalus-inducing protein homolog	NA
LOC123391847	kristen_mm_hs_ortholog	LIPT1	LIPT1
LOC123391848	kristen_mm_hs_ortholog	MITD1	MITD1
LOC123391849	kristen_mm_hs_ortholog	Mrpl30	Mrpl30
LOC123391850	kristen_mm_hs_ortholog	LYG2	LYG2
LOC123391851	kristen_mm_hs_ortholog	LYG1	LYG1
LOC123391852	NA	NA	NA
LOC123391853	kristen_mm_hs_ortholog	CAMP	CAMP
LOC123391854	entrez_desc	U6 spliceosomal RNA	NA
LOC123391856	entrez_desc	U6 spliceosomal RNA	NA
LOC123391858	entrez_desc	60S ribosomal protein L39-like	NA
